1521333421.029000 /muse/acc fff  257.8129 941.4077 132.81271
1521333421.304000 /muse/elements/raw_fft2 fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff  -0.9386633 9.995866 -3.3695228 -4.646396 -6.483314 -9.9899235 -9.866087 -6.1310477 -11.853321 -10.125888 -12.002419 -13.712825 -18.579306 -14.006643 -14.16321 -17.10764 -19.098047 -19.500635 -17.902102 -14.863508 -16.945072 -18.780552 -20.118536 -19.387346 -14.082634 -16.10977 -15.659107 -16.18377 -14.038996 -16.867863 -17.179913 -16.966633 -18.549911 -19.260548 -24.178413 -21.379938 -24.010912 -26.78358 -22.988968 -27.213078 -23.988089 -23.030766 -20.937103 -22.48187 -27.632975 -19.920238 -19.706198 -26.593369 -22.31845 -21.633533 -27.790655 -25.688046 -19.957554 -21.91538 -23.155005 -23.564392 -21.453737 -21.588886 -25.912117 -20.591782 -21.041634 -25.339504 -21.640213 -25.643236 -29.169865 -24.15938 -24.910728 -26.118698 -28.923363 -35.637882 -34.699753 -41.923603 -35.912785 -35.76764 -27.733246 -28.28153 -26.291113 -25.81087 -23.566578 -26.700087 -25.975498 -21.813738 -28.23109 -29.781982 -27.906425 -23.34439 -25.798136 -28.15426 -24.424849 -28.646334 -26.667696 -26.543993 -28.465458 -26.480293 -24.729475 -23.125584 -24.168186 -23.557285 -24.01303 -22.88714 -21.621075 -24.033524 -24.69751 -26.082644 -26.016874 -26.885803 -28.23312 -32.853386 -34.60553 -33.432613 -34.645393 -32.29511 -30.119913 -29.868958 -26.43125 -25.721094 -28.031084 -30.56655 -30.572586 -26.359138 -28.941887 -33.463448 -33.028324 -31.093332 -28.387644 -27.77411 -29.61626 -30.734768 -31.793697
1521333421.305000 /muse/elements/raw_fft3 fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff  16.114109 21.043055 20.064098 16.18363 13.953068 13.011631 14.750458 16.418394 11.292079 13.396879 14.34712 9.697381 0.9355383 -3.32942 -5.844873 -1.5912876 1.6044389 0.6848635 -0.30025122 0.47356373 -5.1926436 -5.8510637 -5.86198 -4.2351537 -4.3196797 -3.1616917 -4.8936934 -9.46256 -8.121202 -8.6449585 -7.0940785 -4.6680155 -10.440792 -16.375172 -14.327018 -13.906768 -15.063207 -14.3082075 -10.102253 -9.052635 -10.086301 -10.598106 -10.336889 -8.361908 -12.460033 -13.192763 -11.813421 -14.254342 -20.058634 -14.347405 -12.724055 -10.086284 -14.92369 -14.781532 -10.65671 -11.189795 -14.495567 -16.792852 -21.950575 -17.518923 -14.4861765 -13.800152 -15.586541 -20.11791 -21.656778 -22.684896 -24.087818 -24.382423 -26.999493 -29.702566 -26.11235 -27.441154 -23.917492 -22.551765 -19.932947 -21.08199 -19.669127 -19.638243 -20.446089 -20.820894 -20.747046 -16.922823 -15.397152 -19.640018 -21.182833 -22.056242 -22.047203 -21.464214 -20.36394 -19.246645 -22.320543 -18.254992 -18.10704 -19.007156 -14.24376 -19.514824 -25.415508 -19.642685 -20.635271 -22.399517 -24.821962 -26.595774 -26.72269 -23.569653 -21.377396 -14.755457 -16.274118 -20.571692 -20.535276 -19.348959 -19.424322 -23.672989 -19.011744 -19.18542 -24.925356 -19.417648 -19.07199 -25.653563 -21.880312 -24.441246 -30.391233 -23.999708 -23.735159 -24.16 -23.620617 -29.74315 -28.116018 -31.269464 -25.614758
1521333421.305000 /muse/elements/low_freqs_absolute ffff  1.4206318 0.46600503 0.30486792 1.3546778
1521333421.305000 /muse/elements/alpha_absolute ffff  0.79050416 -0.11354144 -0.27287534 1.0066454
1521333421.305000 /muse/elements/beta_absolute ffff  0.4498898 -0.44541755 -0.40525 0.56641227
1521333421.305000 /muse/elements/delta_absolute ffff  1.3209805 0.42314813 0.19361636 0.96057045
1521333421.305000 /muse/elements/gamma_absolute ffff  0.19118701 -1.0179526 -1.0931171 0.2141156
1521333421.305000 /muse/elements/theta_absolute ffff  0.73245686 -0.561011 -0.34104928 1.130255
1521333421.305000 /muse/elements/alpha_session_score ffff  0.546875 0.2837838 0.22891566 0.8630137
1521333421.305000 /muse/elements/beta_session_score ffff  0.05882353 0.15555556 0.3809524 0.95348835
1521333421.305000 /muse/elements/delta_session_score ffff  0.88135594 0.2173913 0.0058479533 0.11111111
1521333421.305000 /muse/elements/gamma_session_score ffff  0.048780486 0.12676056 0.0 1.0
1521333421.305000 /muse/elements/theta_session_score ffff  1.0 0.0 0.16546762 0.80582523
1521333421.305000 /muse/eeg ffff  542.8435 855.3898 830.7151 888.28937
1521333421.305000 /muse/eeg ffff  526.39374 853.7448 829.07007 883.35443
1521333421.305000 /muse/eeg ffff  523.10376 852.0998 827.4251 884.99945
1521333421.305000 /muse/eeg ffff  521.45874 853.7448 827.4251 888.28937
1521333421.305000 /muse/eeg ffff  529.68365 855.3898 829.07007 894.8693
1521333421.305000 /muse/eeg ffff  531.3287 855.3898 830.7151 901.4492
1521333421.305000 /muse/eeg ffff  529.68365 852.0998 829.07007 899.80426
1521333421.305000 /muse/acc fff  253.90665 945.31396 132.81271
1521333421.315000 /muse/drlref ff  1641935.5 1648387.1
1521333421.338000 /muse/acc fff  257.8129 941.4077 132.81271
1521333421.342000 /muse/config s '{"drlref_conversion_factor": 3225.806396484375, "acc_sample_frequency_hz": 50, "battery_percent_remaining": 46, "eeg_downsample": 16, "notch_frequency_hz": 60, "eeg_locations": [45, 2, 4, 55], "eeg_units": 2, "eeg_output_frequency_hz": 220, "eeg_conversion_factor": 1.6449803113937378, "eeg_channel_layout": "TP9 FP1 FP2 TP10 ", "acc_data_enabled": true, "eeg_sample_frequency_hz": 3520, "mac_addr": "0006666C0591", "preset": "14", "drlref_sample_frequency_hz": 10, "serial_number": "1180-NQPC-0591", "filters_enabled": true, "battery_millivolts": 3685, "acc_units": 2, "battery_data_enabled": true, "afe_gain": 1961.0, "compression_enabled": true, "eeg_channel_count": 4, "error_data_enabled": true, "acc_conversion_factor": 3.9062561988830566, "eeg_samples_bitwidth": 10, "drlref_data_enabled": true}'
1521333421.342000 /muse/version s '{"build_number": "56", "firmware_type": "Consumer", "hardware_version": "18.0.0", "firmware_headset_version": "", "protocol_version": "2", "firmware_bootloader_version": "7.6.0"}'
1521333421.349000 /muse/acc fff  257.812896729 945.313964844 132.812713623
1521333421.372000 /muse/eeg ffff  528.038696289 852.09979248 829.070068359 901.44921875
1521333421.372000 /muse/eeg/quantization iiii  1 1 1 1
1521333421.372000 /muse/eeg ffff  523.103759766 850.454833984 827.425109863 896.514282227
1521333421.372000 /muse/eeg ffff  526.393737793 850.454833984 830.715087891 903.094238281
1521333421.372000 /muse/eeg ffff  521.458740234 850.454833984 830.715087891 906.384155273
1521333421.372000 /muse/eeg ffff  531.328674316 852.09979248 825.780151367 909.674133301
1521333421.372000 /muse/eeg ffff  537.908569336 852.09979248 827.425109863 917.899047852
1521333421.372000 /muse/eeg ffff  536.26361084 852.09979248 827.425109863 914.609069824
1521333421.372000 /muse/eeg ffff  544.488464355 852.09979248 829.070068359 912.964111328
1521333421.372000 /muse/eeg ffff  541.198547363 848.809875488 829.070068359 916.25402832
1521333421.372000 /muse/eeg ffff  544.488464355 848.809875488 829.070068359 917.899047852
1521333421.372000 /muse/eeg ffff  547.778442383 850.454833984 827.425109863 917.899047852
1521333421.372000 /muse/eeg ffff  541.198547363 850.454833984 830.715087891 919.544006348
1521333421.372000 /muse/eeg ffff  532.973632812 848.809875488 829.070068359 914.609069824
1521333421.372000 /muse/eeg ffff  536.26361084 848.809875488 829.070068359 903.094238281
1521333421.372000 /muse/eeg ffff  541.198547363 850.454833984 830.715087891 888.289367676
1521333421.373000 /muse/elements/alpha_relative ffff  0.16062948 0.17466252 0.18448229 0.26647314
1521333421.373000 /muse/elements/beta_relative ffff  0.07429873 0.09164218 0.12838715 0.09669862
1521333421.373000 /muse/elements/delta_relative ffff  0.57089406 0.62822783 0.48566094 0.23965059
1521333421.373000 /muse/elements/gamma_relative ffff  0.041456986 0.026229128 0.029857649 0.04296587
1521333421.373000 /muse/elements/theta_relative ffff  0.15272075 0.079238325 0.17161196 0.35421178
1521333421.373000 /muse/elements/horseshoe ffff  1.0 1.0 1.0 1.0
1521333421.373000 /muse/elements/is_good iiii  1 1 1 0
1521333421.373000 /muse/elements/blink i  0
1521333421.373000 /muse/elements/jaw_clench i  0
1521333421.373000 /muse/elements/touching_forehead i  1
1521333421.373000 /muse/elements/experimental/concentration f  0.8948452
1521333421.373000 /muse/elements/experimental/mellow f  1.0
1521333421.373000 /muse/elements/raw_fft0 fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff  20.843342 29.350288 21.769485 10.507403 11.363907 13.998392 11.660558 6.798633 6.0598927 6.2950563 2.925678 -2.637898 -2.474019 -3.8402438 -1.7437675 0.4425417 -0.07885843 -3.6500046 -2.3421133 -5.8214207 -4.8939695 -5.990854 -6.21922 -11.319303 -8.341729 -8.958091 -11.140195 -8.521347 -9.529377 -13.35956 -8.763189 -5.21992 -10.132146 -9.689221 -7.5320864 -7.6113334 -5.412587 -13.153801 -13.677109 -12.062266 -11.391245 -10.577961 -9.6429825 -10.16292 -12.067689 -14.6832075 -8.914252 -10.353573 -12.184656 -15.570677 -13.742559 -12.74547 -12.562948 -11.505499 -16.931396 -11.434675 -13.762727 -17.42714 -15.207488 -14.958258 -13.997883 -11.215222 -15.600918 -12.85227 -14.163294 -17.592304 -21.369896 -21.196903 -24.16701 -25.828815 -24.986256 -23.17135 -18.732407 -19.720707 -17.938217 -14.762863 -20.28181 -18.100607 -16.629383 -14.07868 -15.762931 -16.622988 -13.896762 -18.391546 -22.629375 -18.477528 -11.503664 -12.071157 -13.648619 -14.598569 -14.359286 -13.606159 -14.9788685 -19.156374 -15.829044 -11.679184 -10.000519 -16.159538 -15.610705 -15.9634075 -17.320044 -14.68411 -12.7720175 -15.13398 -14.4952755 -16.603125 -18.583328 -12.769233 -11.355979 -15.309232 -11.723953 -13.476957 -16.352087 -20.259697 -20.419352 -20.748848 -21.676815 -23.008528 -20.472876 -17.28833 -17.405415 -17.435612 -22.36681 -19.114933 -21.369638 -21.601902 -17.86038 -18.778156 -29.065983
1521333421.374000 /muse/elements/raw_fft1 fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff  3.0100243 10.650047 0.071462266 -5.2589927 -4.413145 -13.18225 -13.100628 -10.251641 -14.0324135 -8.185904 -8.016469 -14.121451 -21.693108 -14.031787 -13.607357 -18.036087 -15.924784 -15.6800165 -17.845053 -14.0621605 -12.96762 -18.744602 -22.88378 -16.280235 -15.554595 -21.741808 -22.538465 -23.977396 -20.449 -19.224512 -21.007349 -19.699905 -15.587136 -15.847904 -21.639494 -22.93634 -26.55251 -25.746197 -23.767181 -23.460299 -20.712894 -20.350319 -21.363956 -22.282198 -26.055033 -17.337101 -17.70921 -22.21858 -20.872154 -19.590929 -23.31427 -23.021883 -20.279148 -19.615335 -24.017979 -30.10263 -30.404207 -28.705595 -21.716303 -20.642872 -24.103106 -28.358585 -24.754272 -29.49624 -28.4533 -27.289173 -28.945309 -33.697086 -32.954376 -33.56934 -38.701843 -33.42235 -29.653011 -30.85443 -28.129765 -24.94953 -20.970116 -24.61963 -26.461153 -24.950785 -27.617493 -26.837559 -22.14674 -26.898373 -28.01496 -27.465694 -24.791296 -22.970942 -25.618187 -27.14489 -28.539227 -30.688276 -29.550234 -25.25372 -24.995468 -25.47864 -25.423601 -34.954308 -40.26901 -37.858875 -34.92882 -29.270351 -25.063131 -26.885702 -25.571785 -27.768818 -26.15751 -23.488096 -29.567291 -26.567013 -26.631287 -27.814087 -28.920639 -32.32296 -31.414604 -25.765831 -28.16891 -30.05703 -32.21828 -31.280455 -25.256033 -22.254183 -27.680355 -27.752064 -31.546953 -31.085869 -30.435467 -32.6604 -29.016647
1521333421.374000 /muse/elements/raw_fft2 fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff  1.2868497 9.82293 -2.5095003 -4.074885 -5.7773943 -10.28599 -9.059494 -5.4623785 -11.734667 -9.721446 -10.9865885 -13.436978 -18.477005 -13.36761 -13.342846 -16.343945 -18.784348 -20.625067 -17.963 -14.60413 -16.004906 -18.467733 -20.484804 -19.318958 -14.182867 -16.14131 -16.044725 -16.42872 -13.809757 -16.550081 -16.721642 -17.11555 -18.890532 -19.334126 -25.117716 -21.142517 -23.06216 -24.98628 -21.883797 -26.528662 -22.583353 -21.39901 -19.830212 -21.921951 -27.878122 -19.491262 -18.814793 -25.965801 -21.888618 -20.82613 -28.143106 -25.878853 -19.756851 -20.760445 -22.804958 -24.040113 -21.927607 -21.873716 -25.430563 -20.308172 -20.762459 -25.51027 -21.620365 -25.386938 -29.342264 -24.124495 -25.67868 -25.826439 -28.90983 -35.25221 -35.03502 -41.94647 -36.992443 -35.93032 -27.891098 -27.22667 -25.832987 -25.97432 -23.310871 -27.110193 -25.466064 -21.780504 -29.000694 -29.943096 -27.839956 -23.41011 -26.101173 -28.39909 -24.56938 -30.13845 -28.182905 -26.76224 -28.234058 -26.308388 -24.155684 -22.984077 -24.33984 -23.661747 -23.265965 -22.533718 -21.908695 -23.602755 -24.241455 -26.099104 -25.430182 -26.381796 -27.153164 -31.786314 -32.935955 -32.566875 -34.908836 -32.450043 -29.569885 -29.745544 -27.0923 -26.028013 -27.484358 -30.150858 -31.012285 -27.13454 -28.875507 -33.052296 -33.233185 -30.391254 -27.782152 -27.877253 -30.052849 -32.41638 -33.282566
1521333421.374000 /muse/elements/raw_fft3 fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff  14.567764 20.360035 19.634727 16.114418 13.675138 12.9502325 14.860418 15.71791 11.018672 12.73748 13.754948 9.349913 1.8606963 -2.5740762 -4.846752 -1.8393128 1.0050498 0.09084503 -0.7969 0.42510659 -5.041633 -6.1072116 -5.867971 -4.5047746 -4.7472343 -3.2040164 -4.8253183 -9.781152 -8.576369 -8.633884 -7.2829328 -5.0276814 -10.577195 -15.626221 -14.843452 -14.08083 -13.6523 -13.980253 -10.393605 -8.920518 -10.058567 -11.354065 -10.371306 -8.585619 -12.428185 -13.227989 -12.4825 -14.299797 -20.804144 -13.878839 -12.438166 -10.241334 -14.309535 -14.598589 -11.438058 -11.4752245 -14.286585 -16.858702 -22.588604 -17.236938 -14.317573 -13.955352 -15.706884 -18.922495 -21.034803 -22.786003 -23.896164 -25.393402 -26.153051 -29.28527 -26.131458 -27.610193 -23.816141 -22.894794 -19.414299 -20.84393 -19.488272 -20.094076 -20.731663 -21.40599 -20.345161 -17.000347 -15.754734 -18.989574 -19.515675 -21.609016 -22.309399 -20.933828 -20.868649 -19.918282 -22.534683 -18.175663 -18.874512 -19.160086 -13.831109 -19.590858 -26.315054 -20.136068 -20.71118 -21.821005 -25.088217 -26.27965 -26.598736 -24.350584 -21.39445 -14.859204 -16.978558 -21.816422 -21.203407 -19.473988 -19.627907 -22.489105 -19.375387 -19.215324 -23.594057 -19.493603 -18.80821 -25.488916 -21.773205 -24.36518 -29.403597 -23.26598 -23.791595 -23.327185 -23.919504 -30.009195 -27.453995 -33.62088 -27.201601
1521333421.374000 /muse/elements/low_freqs_absolute ffff  1.4441863 0.444216 0.28961253 1.3546778
1521333421.375000 /muse/elements/alpha_absolute ffff  0.79050416 -0.16328993 -0.2621785 1.0066454
1521333421.375000 /muse/elements/beta_absolute ffff  0.45566034 -0.44339424 -0.41961163 0.56641227
1521333421.375000 /muse/elements/delta_absolute ffff  1.3412344 0.3926275 0.15819998 0.96057045
1521333421.375000 /muse/elements/gamma_absolute ffff  0.20227668 -0.98670584 -1.0530776 0.2141156
1521333421.375000 /muse/elements/theta_absolute ffff  0.768577 -0.5065544 -0.29358566 1.130255
1521333421.375000 /muse/elements/alpha_session_score ffff  0.546875 0.21621622 0.23170732 0.8630137
1521333421.375000 /muse/elements/beta_session_score ffff  0.05882353 0.17777778 0.35714287 0.95348835
1521333421.375000 /muse/elements/delta_session_score ffff  0.89830506 0.19565217 0.0 0.11111111
1521333421.375000 /muse/elements/gamma_session_score ffff  0.07317073 0.16901408 0.046875 1.0
1521333421.375000 /muse/elements/theta_session_score ffff  1.0 0.007194245 0.19565217 0.80582523
1521333421.375000 /muse/eeg ffff  534.618591309 850.454833984 829.070068359 888.289367676
1521333421.375000 /muse/acc fff  257.812896729 945.313964844 136.718963623
1521333421.379000 /muse/acc fff  257.812896729 945.313964844 132.812713623
1521333421.432000 /muse/acc fff  257.812896729 945.313964844 132.812713623
1521333421.432000 /muse/drlref ff  1641935.5 1648387.125
1521333421.433000 /muse/acc fff  250.000396729 945.313964844 125.000198364
1521333421.457000 /muse/eeg ffff  534.618591309 848.809875488 830.715087891 888.289367676
1521333421.457000 /muse/eeg/quantization iiii  1 1 1 1
1521333421.457000 /muse/eeg ffff  537.908569336 848.809875488 829.070068359 891.579345703
1521333421.457000 /muse/eeg ffff  539.553527832 847.164855957 832.360046387 896.514282227
1521333421.457000 /muse/eeg ffff  546.133483887 847.164855957 832.360046387 899.804260254
1521333421.457000 /muse/eeg ffff  546.133483887 847.164855957 832.360046387 898.159240723
1521333421.457000 /muse/eeg ffff  552.713378906 848.809875488 834.005004883 899.804260254
1521333421.457000 /muse/eeg ffff  565.87322998 848.809875488 834.005004883 906.384155273
1521333421.457000 /muse/eeg ffff  560.938293457 850.454833984 835.650024414 906.384155273
1521333421.457000 /muse/eeg ffff  552.713378906 850.454833984 835.650024414 906.384155273
1521333421.457000 /muse/eeg ffff  552.713378906 847.164855957 834.005004883 908.029174805
1521333421.457000 /muse/eeg ffff  554.358398438 848.809875488 835.650024414 906.384155273
1521333421.457000 /muse/eeg ffff  560.938293457 847.164855957 834.005004883 899.804260254
1521333421.457000 /muse/eeg ffff  557.64831543 848.809875488 832.360046387 901.44921875
1521333421.457000 /muse/eeg ffff  549.423461914 847.164855957 834.005004883 899.804260254
1521333421.457000 /muse/eeg ffff  552.713378906 847.164855957 834.005004883 899.804260254
1521333421.457000 /muse/eeg ffff  556.003356934 847.164855957 835.650024414 903.094238281
1521333421.457000 /muse/acc fff  250.000396729 941.407714844 128.906448364
1521333421.463000 /muse/acc fff  261.719146729 941.407714844 132.812713623
1521333421.491000 /muse/acc fff  261.719146729 949.220214844 136.718963623
1521333421.516000 /muse/eeg ffff  557.64831543 848.809875488 835.650024414 903.094238281
1521333421.516000 /muse/eeg/quantization iiii  1 1 1 1
1521333421.516000 /muse/eeg ffff  557.64831543 847.164855957 834.005004883 901.44921875
1521333421.516000 /muse/eeg ffff  557.64831543 845.519897461 834.005004883 894.86932373
1521333421.516000 /muse/eeg ffff  569.163208008 845.519897461 832.360046387 889.934387207
1521333421.516000 /muse/eeg ffff  570.808166504 843.874938965 832.360046387 889.934387207
1521333421.517000 /muse/elements/alpha_relative ffff  0.15271708 0.17717633 0.19088915 0.26647314
1521333421.517000 /muse/elements/beta_relative ffff  0.07189798 0.09522671 0.12491163 0.09669862
1521333421.517000 /muse/elements/delta_relative ffff  0.5757848 0.6045209 0.46062088 0.23965059
1521333421.517000 /muse/elements/gamma_relative ffff  0.039912876 0.029253906 0.033014912 0.04296587
1521333421.517000 /muse/elements/theta_relative ffff  0.15968724 0.09382214 0.19056343 0.35421178
1521333421.517000 /muse/elements/horseshoe ffff  1.0 1.0 1.0 1.0
1521333421.517000 /muse/elements/is_good iiii  1 1 1 0
1521333421.517000 /muse/elements/blink i  0
1521333421.517000 /muse/elements/jaw_clench i  0
1521333421.517000 /muse/elements/touching_forehead i  1
1521333421.517000 /muse/elements/experimental/concentration f  0.8948452
1521333421.517000 /muse/elements/experimental/mellow f  1.0
1521333421.517000 /muse/elements/raw_fft0 fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff  21.701254 29.654818 22.027681 11.368996 12.276378 14.443629 11.994118 6.927145 6.4199805 6.5572705 2.9592834 -2.1008477 -2.4528556 -4.002813 -1.3130268 0.8608348 -0.11032954 -3.3785317 -2.152766 -5.8097067 -4.7423368 -5.4469337 -5.9380136 -12.218497 -8.26806 -9.036378 -9.926696 -6.233553 -8.574949 -11.759451 -8.413177 -4.862389 -10.167339 -9.15928 -7.243714 -7.9858446 -5.9768267 -12.151104 -13.140667 -12.0898695 -11.369251 -10.45317 -9.576599 -9.736105 -11.741254 -13.07737 -9.069252 -10.397672 -12.176939 -16.233482 -13.556293 -11.88138 -11.367488 -11.181961 -16.877731 -11.922782 -13.836028 -17.741026 -15.926211 -15.17208 -13.2027235 -10.214126 -15.191652 -12.351512 -13.200914 -17.79272 -20.29667 -21.162678 -23.443293 -24.841051 -24.803486 -22.80472 -18.691954 -19.59143 -17.572313 -14.375158 -20.148916 -17.56141 -15.495409 -13.55195 -15.609725 -15.878484 -13.0746565 -18.172523 -22.68138 -18.700127 -12.0608835 -12.625607 -13.721389 -14.58762 -14.683016 -13.606815 -14.267851 -17.774416 -16.575733 -12.247465 -9.973747 -15.704229 -14.988885 -14.961126 -16.054958 -14.589551 -12.740805 -15.46276 -14.657427 -16.42516 -17.835379 -12.18658 -10.93873 -15.101361 -11.642594 -13.267324 -16.300934 -20.7952 -19.14801 -20.862417 -20.996874 -22.622269 -21.851334 -16.717878 -17.436098 -16.765856 -22.186752 -19.725683 -21.650753 -22.217813 -18.487503 -19.140749 -30.944368
