1521333421.029000 /muse/acc fff  257.8129 941.4077 132.81271
1521333434.199000 /muse/elements/low_freqs_absolute ffff  1.1374087 0.24030006 1.0943129 1.3649609
1521333434.199000 /muse/elements/alpha_absolute ffff  0.52928096 0.15447865 -0.32753345 0.6018864
1521333434.199000 /muse/elements/beta_absolute ffff  0.41474319 -0.46868545 -0.6350019 0.21238476
1521333434.199000 /muse/elements/delta_absolute ffff  1.0247447 0.18210451 1.0802633 1.2170687
1521333434.199000 /muse/elements/gamma_absolute ffff  0.32799283 -0.9425927 -0.9873648 -0.07775213
1521333434.199000 /muse/elements/theta_absolute ffff  0.49629465 -0.6613674 -0.40281445 0.8252722
1521333434.199000 /muse/elements/alpha_session_score ffff  0.20754717 0.83116883 0.25 0.3220339
1521333434.199000 /muse/elements/beta_session_score ffff  0.20588236 0.3181818 0.13953489 0.25531915
1521333434.199000 /muse/elements/delta_session_score ffff  0.6 0.046296295 0.777027 0.31304348
1521333434.199000 /muse/elements/gamma_session_score ffff  0.80487806 0.31914893 0.2195122 0.31578946
1521333434.200000 /muse/elements/theta_session_score ffff  0.63917524 0.0 0.19166666 0.5
1521333434.200000 /muse/eeg ffff  870.194580078 768.205810547 745.176086426 861.969726562
1521333434.200000 /muse/eeg ffff  866.904663086 768.205810547 750.111022949 865.259643555
1521333434.200000 /muse/eeg ffff  865.259643555 768.205810547 756.690979004 863.614685059
1521333434.200000 /muse/eeg ffff  861.969726562 768.205810547 763.270874023 861.969726562
1521333434.200000 /muse/eeg ffff  863.614685059 768.205810547 771.495788574 858.679748535
1521333434.200000 /muse/eeg ffff  863.614685059 764.91583252 776.430725098 858.679748535
1521333434.200000 /muse/eeg ffff  865.259643555 763.270874023 778.075683594 863.614685059
1521333434.200000 /muse/eeg ffff  866.904663086 763.270874023 784.655639648 866.904663086
1521333434.200000 /muse/acc fff  261.719146729 941.407714844 128.906448364
1521333434.200000 /muse/acc fff  269.531677246 941.407714844 125.000198364
1521333434.200000 /muse/acc fff  277.344177246 937.501464844 125.000198364
1521333434.200000 /muse/eeg ffff  858.679748535 763.270874023 786.300598145 866.904663086
1521333434.200000 /muse/eeg/quantization iiii  1 1 1 1
1521333434.200000 /muse/eeg ffff  863.614685059 768.205810547 791.235534668 861.969726562
1521333434.200000 /muse/eeg ffff  865.259643555 768.205810547 796.170471191 860.324707031
1521333434.200000 /muse/eeg ffff  863.614685059 766.560852051 799.460449219 861.969726562
1521333434.200000 /muse/eeg ffff  865.259643555 769.850830078 806.040344238 860.324707031
1521333434.200000 /muse/eeg ffff  861.969726562 766.560852051 815.91027832 860.324707031
1521333434.200000 /muse/eeg ffff  848.809875488 761.625915527 822.49017334 853.744812012
1521333434.200000 /muse/eeg ffff  850.454833984 758.3359375 825.780151367 855.389770508
1521333434.200000 /muse/eeg ffff  850.454833984 759.980895996 827.425109863 848.809875488
1521333434.200000 /muse/eeg ffff  850.454833984 764.91583252 825.780151367 842.229919434
1521333434.200000 /muse/eeg ffff  853.744812012 764.91583252 829.070068359 843.874938965
1521333434.200000 /muse/eeg ffff  848.809875488 764.91583252 835.650024414 845.519897461
1521333434.200000 /muse/eeg ffff  847.164855957 763.270874023 838.940002441 850.454833984
1521333434.200000 /muse/eeg ffff  845.519897461 761.625915527 842.229919434 850.454833984
1521333434.200000 /muse/elements/alpha_relative ffff  0.14188847 0.38796335 0.024573099 0.1349121
1521333434.200000 /muse/elements/beta_relative ffff  0.10957131 0.093055785 0.011021619 0.05502364
1521333434.200000 /muse/elements/delta_relative ffff  0.5342204 0.4309429 0.9380394 0.5562029
1521333434.200000 /muse/elements/gamma_relative ffff  0.08632261 0.030972088 0.0049005607 0.028210606
1521333434.200000 /muse/elements/theta_relative ffff  0.12799723 0.057065897 0.021465275 0.22565074
1521333434.200000 /muse/elements/horseshoe ffff  1.0 1.0 1.0 1.0
1521333434.200000 /muse/elements/is_good iiii  1 1 1 0
1521333434.200000 /muse/elements/blink i  0
1521333434.200000 /muse/elements/jaw_clench i  0
1521333434.200000 /muse/elements/touching_forehead i  1
1521333434.200000 /muse/elements/experimental/concentration f  0.9268562
1521333434.200000 /muse/elements/experimental/mellow f  0.19002862
1521333434.201000 /muse/elements/raw_fft0 fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff  14.847108 21.537535 11.219475 6.333674 1.5013607 0.46719474 1.6862525 -1.5952387 -2.8491805 -6.1967793 -6.1135836 -5.7456245 -7.509502 -6.6913505 -6.084174 -8.12495 -4.084949 -3.439464 -11.612609 -9.783432 -5.796999 -7.673527 -8.801576 -6.267784 -6.6120143 -8.923556 -10.717197 -6.3701763 -6.7527742 -13.363238 -11.319092 -13.863325 -12.634908 -9.801075 -8.05031 -5.3087645 -10.843494 -5.6390734 -4.8512807 -3.885809 -7.3022265 -13.591862 -10.482491 -8.023544 -12.8060875 -14.609866 -8.776205 -12.333468 -17.728931 -14.449535 -14.609019 -12.628894 -13.564471 -11.087358 -13.705676 -21.840565 -17.316034 -18.488619 -14.697405 -14.919833 -14.261899 -19.707073 -17.33513 -15.116427 -17.263735 -14.407597 -15.435115 -27.249401 -24.829832 -28.45316 -29.202774 -27.386728 -20.069471 -22.89298 -26.70536 -18.945612 -15.1969595 -21.277122 -20.815144 -12.552177 -16.978765 -18.123074 -16.526733 -11.418459 -10.566618 -14.221348 -13.807993 -16.240715 -17.531973 -18.59969 -15.303048 -13.693711 -14.477333 -17.113758 -19.537243 -15.896063 -15.172911 -20.489561 -25.073471 -17.554035 -21.304644 -21.846947 -17.961666 -19.165298 -15.963451 -16.923294 -15.313174 -17.209507 -14.31186 -13.636655 -12.162056 -10.070516 -15.653089 -16.777569 -17.769571 -18.305656 -17.92125 -19.071835 -19.69812 -21.73766 -23.513805 -25.820541 -23.015089 -23.637144 -26.092104 -27.451342 -24.162567 -21.656618 -20.749754
1521333434.201000 /muse/elements/raw_fft1 fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff  8.88379 12.849268 2.810618 -7.2960944 -8.455967 -13.536254 -9.41672 -14.519518 -12.418431 -15.089762 -14.07194 -18.153109 -11.367089 -8.763806 -8.088184 -9.483672 -10.568182 -13.807412 -19.185993 -18.573217 -14.950711 -13.208151 -16.28828 -15.9950905 -16.912502 -15.869272 -15.416643 -17.468384 -16.325315 -16.815998 -18.14171 -18.76514 -19.59204 -19.574326 -19.608511 -19.730703 -21.515053 -19.760784 -22.22553 -21.497892 -23.257551 -19.66227 -18.112864 -19.37034 -23.291672 -20.405413 -17.425766 -20.003645 -19.988459 -23.10573 -26.338581 -25.732775 -21.371708 -21.549355 -21.151995 -21.65046 -24.438469 -20.756294 -26.96753 -31.047047 -21.605877 -19.937958 -23.83392 -22.484917 -22.086584 -25.169445 -29.562014 -28.036827 -28.502428 -29.871996 -27.371065 -28.66337 -28.272247 -31.107615 -26.771042 -24.018517 -26.442131 -23.200306 -22.340115 -20.393984 -20.882818 -22.640955 -25.087585 -29.265583 -23.2617 -19.78376 -22.759893 -30.005424 -27.847363 -30.780678 -25.01428 -26.047821 -23.574594 -21.505463 -24.589111 -25.236889 -21.262167 -21.752768 -22.924423 -25.749926 -29.2333 -23.71299 -26.183872 -29.88384 -35.36037 -26.768219 -25.66867 -24.824736 -26.626682 -26.395344 -24.920477 -24.13064 -26.145061 -25.093025 -25.913113 -29.166754 -27.69626 -30.75573 -29.728148 -31.886814 -29.874527 -30.046175 -27.361616 -27.351843 -28.253593 -30.740675 -31.314589 -37.31522 -30.990072
1521333434.201000 /muse/elements/raw_fft2 fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff  16.008347 23.790394 14.451187 -1.427721 -1.8751659 -6.983364 -7.6701984 -10.398245 -12.472534 -12.015295 -10.932019 -13.874129 -12.432592 -18.104206 -16.294003 -17.422373 -15.112746 -15.237415 -17.176859 -19.75232 -18.31755 -16.474787 -21.24522 -22.60018 -18.302132 -19.849754 -18.805794 -18.418884 -21.165283 -21.80431 -19.52364 -21.2514 -20.524784 -21.06228 -23.678877 -21.857534 -23.452333 -20.39717 -17.814217 -18.976639 -24.200708 -21.741947 -21.709742 -24.917906 -21.783854 -24.122286 -25.318756 -26.325722 -22.06505 -22.986683 -23.5805 -20.953997 -19.997183 -23.12033 -26.30762 -25.120726 -22.881733 -20.351389 -19.023228 -19.219643 -19.437424 -23.446865 -24.429047 -24.24608 -23.473845 -22.828632 -25.465439 -26.141384 -26.95292 -25.866882 -29.892635 -31.002005 -26.98786 -28.12049 -29.565786 -27.42952 -24.854542 -22.216469 -25.74019 -26.129202 -25.067232 -25.33974 -29.918581 -27.793 -26.083183 -23.44196 -22.330782 -22.552591 -23.199852 -23.64014 -23.524073 -21.38863 -22.432829 -21.696299 -19.746136 -25.639702 -27.41621 -25.241543 -23.332699 -24.297121 -23.208885 -22.224195 -24.213137 -23.92273 -23.891996 -26.174726 -26.706257 -28.762983 -29.37591 -25.400919 -25.820663 -29.027376 -31.117619 -27.332249 -26.160448 -25.267132 -28.225191 -27.00011 -27.499651 -24.749733 -26.60988 -27.638605 -29.528143 -27.343952 -28.327873 -24.924799 -28.066803 -31.970495 -23.730885
1521333434.202000 /muse/elements/raw_fft3 fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff  23.338373 28.127743 24.9376 20.37277 19.267086 13.660053 10.289098 4.093301 5.6064725 2.4622548 -1.75981 -2.5480893 -2.0174277 -1.8466557 -2.9986944 -9.217629 -10.748097 -12.373057 -12.156478 -9.88294 -10.122638 -14.50101 -8.803878 -8.644275 -11.959584 -11.66838 -9.583774 -6.27498 -9.145169 -12.15053 -15.955917 -18.700512 -15.687611 -15.1660595 -12.501589 -14.298435 -9.23969 -9.574961 -12.377031 -11.627746 -11.5077305 -12.500627 -16.485384 -15.452103 -14.998945 -15.324184 -15.893078 -18.871029 -14.805286 -13.3475685 -16.999249 -14.934468 -10.628965 -12.983054 -21.850138 -18.959663 -17.596668 -17.928856 -16.481764 -15.769485 -14.194209 -17.244549 -21.3031 -20.413383 -26.300371 -21.728636 -19.421038 -21.715458 -27.481352 -33.387238 -27.187256 -28.339703 -22.12286 -24.06097 -20.342884 -21.092571 -24.642675 -22.331217 -20.406445 -18.425974 -15.539785 -16.710752 -25.08979 -19.072588 -12.063602 -12.254393 -19.158747 -20.566582 -17.019842 -19.490885 -21.689102 -21.144932 -19.01541 -16.758171 -16.158577 -18.748518 -22.328766 -23.803288 -19.03872 -17.707954 -19.64562 -21.37119 -19.754637 -24.113169 -27.39708 -25.440363 -23.391483 -23.510498 -24.122684 -24.305593 -22.16064 -24.969952 -23.42611 -24.384718 -23.490908 -19.208012 -20.929346 -22.81507 -23.846003 -21.390875 -22.631449 -22.782778 -24.990664 -22.341618 -22.55812 -24.329855 -23.89703 -22.73477 -26.576038
1521333434.202000 /muse/elements/low_freqs_absolute ffff  1.2133987 0.3020869 1.3062482 1.3649609
1521333434.202000 /muse/elements/alpha_absolute ffff  0.5443451 0.20244996 -0.28533903 0.6018864
1521333434.202000 /muse/elements/beta_absolute ffff  0.43209484 -0.41759738 -0.63355356 0.21238476
1521333434.202000 /muse/elements/delta_absolute ffff  1.1201185 0.24807897 1.2964221 1.2170687
1521333434.202000 /muse/elements/gamma_absolute ffff  0.32852256 -0.89537024 -0.9855532 -0.07775213
1521333434.202000 /muse/elements/theta_absolute ffff  0.49959856 -0.6299641 -0.34406248 0.8252722
1521333434.202000 /muse/elements/alpha_session_score ffff  0.2264151 0.92 0.30555555 0.3220339
1521333434.202000 /muse/elements/beta_session_score ffff  0.2647059 0.4318182 0.1627907 0.25531915
1521333434.202000 /muse/elements/delta_session_score ffff  0.68333334 0.11111111 0.9189189 0.31304348
1521333434.202000 /muse/elements/gamma_session_score ffff  0.82051283 0.40425533 0.2195122 0.31578946
1521333434.202000 /muse/elements/theta_session_score ffff  0.6494845 0.0 0.23529412 0.5
1521333434.202000 /muse/eeg ffff  843.874938965 763.270874023 845.519897461 847.164855957
1521333434.202000 /muse/eeg ffff  837.29498291 761.625915527 852.09979248 848.809875488
1521333434.202000 /muse/drlref ff  1641935.5 1648387.125
1521333434.202000 /muse/acc fff  269.531677246 937.501464844 117.187683105
1521333434.202000 /muse/acc fff  261.719146729 933.595214844 117.187683105
1521333434.202000 /muse/acc fff  257.812896729 933.595214844 121.093940735
1521333434.202000 /muse/acc fff  253.906646729 945.313964844 121.093940735
1521333434.202000 /muse/eeg ffff  837.29498291 764.91583252 853.744812012 847.164855957
1521333434.202000 /muse/eeg/quantization iiii  1 1 1 1
1521333434.202000 /muse/eeg ffff  834.005004883 763.270874023 853.744812012 845.519897461
1521333434.202000 /muse/eeg ffff  840.584960938 764.91583252 858.679748535 845.519897461
1521333434.202000 /muse/eeg ffff  842.229919434 764.91583252 860.324707031 837.29498291
1521333434.202000 /muse/eeg ffff  838.940002441 766.560852051 865.259643555 837.29498291
1521333434.202000 /muse/eeg ffff  837.29498291 766.560852051 868.549621582 837.29498291
1521333434.202000 /muse/eeg ffff  825.780151367 768.205810547 873.484558105 840.584960938
1521333434.203000 /muse/eeg ffff  830.715087891 768.205810547 875.129516602 843.874938965
1521333434.203000 /muse/eeg ffff  834.005004883 769.850830078 878.419494629 842.229919434
1521333434.203000 /muse/eeg ffff  835.650024414 769.850830078 881.709472656 835.650024414
1521333434.203000 /muse/eeg ffff  832.360046387 773.14074707 883.354431152 832.360046387
1521333434.203000 /muse/eeg ffff  829.070068359 771.495788574 886.64440918 834.005004883
1521333434.203000 /muse/eeg ffff  827.425109863 771.495788574 888.289367676 837.29498291
1521333434.203000 /muse/eeg ffff  824.135131836 771.495788574 888.289367676 835.650024414
1521333434.203000 /muse/eeg ffff  819.200195312 769.850830078 891.579345703 834.005004883
1521333434.203000 /muse/eeg ffff  814.265258789 771.495788574 896.514282227 835.650024414
1521333434.203000 /muse/eeg ffff  822.49017334 774.785766602 898.159240723 837.29498291
1521333434.203000 /muse/acc fff  257.812896729 945.313964844 128.906448364
1521333434.203000 /muse/acc fff  261.719146729 949.220214844 132.812713623
1521333434.203000 /muse/drlref ff  1641935.5 1645161.25
1521333434.203000 /muse/acc fff  246.09413147 949.220214844 128.906448364
1521333434.203000 /muse/acc fff  250.000396729 945.313964844 132.812713623
1521333434.203000 /muse/eeg ffff  824.135131836 776.430725098 896.514282227 840.584960938
1521333434.203000 /muse/eeg/quantization iiii  1 1 1 1
1521333434.203000 /muse/eeg ffff  827.425109863 779.720703125 899.804260254 837.29498291
1521333434.203000 /muse/eeg ffff  832.360046387 781.365661621 901.44921875 843.874938965
1521333434.203000 /muse/elements/alpha_relative ffff  0.1253894 0.33588767 0.019958062 0.1349121
1521333434.203000 /muse/elements/beta_relative ffff  0.09933719 0.087612055 0.007219908 0.05502364
1521333434.203000 /muse/elements/delta_relative ffff  0.58582294 0.49416175 0.95198274 0.5562029
1521333434.203000 /muse/elements/gamma_relative ffff  0.07576762 0.029090697 0.0032123877 0.028210606
1521333434.203000 /muse/elements/theta_relative ffff  0.11368285 0.053247795 0.01762689 0.22565074
1521333434.203000 /muse/elements/horseshoe ffff  1.0 1.0 1.0 1.0
1521333434.203000 /muse/elements/is_good iiii  1 1 1 0
1521333434.203000 /muse/elements/blink i  0
1521333434.203000 /muse/elements/jaw_clench i  0
1521333434.203000 /muse/elements/touching_forehead i  1
1521333434.203000 /muse/elements/experimental/concentration f  0.9268562
1521333434.203000 /muse/elements/experimental/mellow f  0.17790818
1521333434.207000 /muse/elements/raw_fft0 fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff  16.809483 22.237854 12.510968 6.0304785 0.81510776 -0.01215431 1.5731275 -2.1574423 -3.2861185 -6.3411975 -7.0232725 -6.485207 -7.866962 -7.9121985 -6.009177 -7.5277247 -3.430183 -2.9017904 -11.261161 -10.388192 -5.9738803 -7.5266676 -9.412628 -7.195949 -7.0340514 -8.805299 -10.272254 -6.668693 -6.7901564 -13.9317255 -12.545557 -16.761229 -12.845367 -9.254337 -8.187262 -5.5306253 -11.469017 -5.851274 -4.7837267 -4.6526685 -8.096003 -13.658259 -10.703876 -7.7513666 -13.053079 -13.848549 -8.394438 -11.908811 -17.344229 -14.159207 -12.876104 -12.064184 -14.726617 -11.333614 -13.1424885 -21.084242 -17.712746 -19.10709 -14.40623 -14.168456 -13.405795 -18.479298 -17.087854 -15.690178 -17.818226 -14.721644 -16.029776 -28.05709 -25.055077 -28.300135 -29.530499 -26.605413 -19.650362 -23.788563 -25.278606 -17.116049 -14.068947 -20.797638 -20.669504 -12.985985 -17.47862 -19.020887 -16.609158 -11.439863 -10.587447 -14.26894 -14.335925 -16.607485 -16.46347 -18.326775 -15.801314 -13.672667 -14.88588 -18.060583 -19.33513 -15.065664 -14.622777 -20.061937 -24.659985 -17.365137 -21.57735 -20.93395 -18.554857 -20.121088 -15.798271 -16.832922 -14.9220915 -17.605371 -15.058585 -12.945699 -12.074639 -10.16738 -14.482331 -16.673433 -18.563883 -18.647997 -17.879019 -18.51763 -19.84645 -22.96507 -24.368628 -25.34259 -22.859999 -23.478008 -25.096827 -27.251606 -24.1365 -21.592117 -21.117958
1521333434.207000 /muse/elements/raw_fft1 fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff  9.897066 14.898015 4.20714 -7.386981 -8.647773 -12.603649 -9.710667 -12.986361 -12.419393 -15.008204 -13.651248 -17.211102 -10.535473 -8.450603 -7.118864 -8.47558 -9.861723 -11.959442 -19.012617 -18.67895 -14.860955 -13.019717 -16.89914 -15.708408 -16.53 -15.068031 -14.563479 -17.210499 -15.825902 -16.931087 -18.171255 -19.265783 -20.355312 -19.990622 -19.94492 -19.25379 -21.537949 -19.093433 -21.911184 -20.857422 -23.227825 -20.366474 -18.544168 -19.172178 -22.34286 -20.752325 -17.342953 -19.144283 -19.549688 -21.509226 -25.156742 -24.338364 -21.480513 -21.287527 -20.889317 -21.533367 -24.255833 -20.385315 -25.266731 -28.200676 -20.799608 -19.797688 -23.417 -22.262072 -21.65099 -24.096296 -29.717335 -28.294294 -28.480408 -30.15463 -27.236599 -28.401377 -28.917152 -32.215885 -26.860851 -24.040873 -25.724007 -23.112326 -22.424776 -20.955446 -21.573645 -22.915043 -23.77128 -28.026348 -23.698095 -19.337885 -22.162874 -29.499065 -27.998322 -30.328918 -25.338156 -26.703417 -23.965183 -21.963083 -24.12621 -25.432001 -21.882116 -22.379707 -23.166842 -25.41731 -28.586004 -23.899714 -25.333302 -30.79362 -36.499462 -25.827444 -26.76686 -25.79117 -26.052124 -25.896767 -25.443964 -25.00341 -26.045525 -25.226938 -25.543293 -28.929941 -26.647688 -30.696413 -30.175005 -31.596243 -30.205341 -29.370182 -27.131523 -26.495695 -28.077204 -31.590015 -30.91398 -37.36581 -30.318378
1521333434.208000 /muse/elements/raw_fft2 fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff  19.499866 25.089603 16.56148 -1.3710067 -1.976561 -6.832698 -6.3937535 -8.536905 -10.039685 -9.892804 -10.256242 -14.041295 -11.573507 -16.315802 -16.203468 -17.128635 -15.090696 -14.624731 -16.86998 -19.826405 -18.339947 -15.588341 -21.429298 -21.50236 -18.073011 -19.51018 -18.859858 -18.521566 -20.553062 -21.71641 -18.562412 -21.410538 -20.131304 -19.983105 -24.6164 -21.333176 -23.78514 -20.070627 -17.862303 -18.885773 -23.512703 -21.624943 -20.893105 -24.52131 -21.574354 -24.193974 -24.170137 -24.035349 -22.796206 -22.707703 -23.056904 -20.848463 -20.003172 -23.81469 -25.74009 -24.781857 -22.88442 -19.985146 -18.992191 -19.769554 -19.759602 -23.71529 -24.347189 -24.134335 -23.305626 -23.369566 -25.952667 -25.346586 -27.038855 -25.780586 -28.706268 -31.009544 -26.98156 -27.690077 -29.425684 -27.809807 -25.114151 -22.46504 -25.796532 -26.26836 -24.96337 -25.160315 -29.919971 -27.245094 -24.744297 -22.968727 -22.239376 -21.609026 -22.258783 -23.167122 -23.797377 -21.211239 -22.306118 -22.02508 -20.015001 -25.881054 -27.156414 -25.091106 -23.515125 -24.16319 -23.451336 -22.39194 -24.447773 -23.985006 -24.01991 -26.256603 -26.905731 -28.596334 -29.29418 -25.371656 -26.010057 -29.395338 -30.34807 -27.044388 -26.059214 -25.4197 -27.72208 -26.381042 -27.150871 -24.75655 -26.488876 -27.558586 -29.719904 -27.37273 -27.861311 -24.769148 -27.463285 -31.837566 -23.764128
1521333434.208000 /muse/elements/raw_fft3 fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff  23.12322 28.024765 25.042048 20.307125 19.108597 13.681868 9.985922 3.3884373 5.270355 2.0657794 -1.752887 -2.2828813 -1.99821 -1.5521668 -2.637798 -8.092899 -10.396552 -14.589615 -14.194803 -9.661365 -9.614222 -13.882334 -8.873165 -9.172925 -13.512034 -12.086397 -9.892079 -6.9263477 -9.4621525 -13.086833 -16.54645 -19.161352 -16.075384 -15.330384 -13.055162 -14.190035 -8.936587 -9.267209 -12.144122 -11.309452 -11.639272 -12.232029 -15.988162 -15.936395 -16.07938 -16.008434 -15.815063 -18.284815 -15.2212105 -14.095247 -16.305775 -14.777384 -10.610605 -13.17839 -21.528124 -18.728895 -17.96404 -18.579468 -16.000372 -16.033428 -14.645472 -16.96557 -21.231163 -19.917883 -24.986498 -20.732628 -19.093954 -20.993023 -27.46237 -33.30424 -27.838696 -28.45611 -23.141424 -24.80969 -20.182463 -21.45111 -24.827784 -21.495996 -20.362513 -18.85828 -15.539238 -16.782406 -24.202126 -18.665367 -12.850391 -12.328652 -18.174627 -19.78589 -16.203373 -19.136374 -22.20863 -21.501814 -19.151377 -16.934122 -17.053207 -18.841223 -21.459059 -23.857986 -19.025091 -16.945189 -19.299694 -22.557503 -20.301374 -23.76589 -27.440594 -27.79931 -24.88139 -23.634054 -23.754738 -23.47713 -22.055052 -23.919878 -22.334038 -24.410732 -24.745237 -19.362026 -21.032593 -22.64072 -22.507975 -20.892685 -22.43494 -22.11739 -25.643377 -22.645422 -22.744326 -23.532566 -23.242764 -22.687374 -26.623976
1521333434.208000 /muse/elements/low_freqs_absolute ffff  1.2908756 0.41730505 1.5088234 1.3649609
1521333434.208000 /muse/elements/alpha_absolute ffff  0.5443451 0.20518675 -0.17765519 0.6018864
1521333434.208000 /muse/elements/beta_absolute ffff  0.44319612 -0.37844345 -0.61924195 0.21238476
1521333434.208000 /muse/elements/delta_absolute ffff  1.2138506 0.3728618 1.5008556 1.2170687
1521333434.208000 /muse/elements/gamma_absolute ffff  0.3255679 -0.8572532 -0.97094566 -0.07775213
1521333434.208000 /muse/elements/theta_absolute ffff  0.5017792 -0.5947057 -0.23159787 0.8252722
1521333434.208000 /muse/elements/alpha_session_score ffff  0.2264151 0.9577465 0.45833334 0.3220339
1521333434.208000 /muse/elements/beta_session_score ffff  0.29411766 0.53488374 0.18604651 0.25531915
1521333434.208000 /muse/elements/delta_session_score ffff  0.7583333 0.22222222 1.0 0.31304348
1521333434.208000 /muse/elements/gamma_session_score ffff  0.7948718 0.5 0.2682927 0.31578946
1521333434.208000 /muse/elements/theta_session_score ffff  0.6494845 0.0 0.33613446 0.5
1521333434.208000 /muse/eeg ffff  829.070068359 779.720703125 899.804260254 842.229919434
1521333434.208000 /muse/eeg ffff  830.715087891 779.720703125 903.094238281 842.229919434
1521333434.208000 /muse/eeg ffff  824.135131836 779.720703125 908.029174805 848.809875488
1521333434.208000 /muse/eeg ffff  824.135131836 779.720703125 911.319091797 847.164855957
1521333434.208000 /muse/eeg ffff  827.425109863 781.365661621 912.964111328 848.809875488
1521333434.208000 /muse/eeg ffff  827.425109863 781.365661621 914.609069824 853.744812012
1521333434.209000 /muse/eeg ffff  827.425109863 783.010620117 914.609069824 857.034729004
1521333434.209000 /muse/eeg ffff  814.265258789 781.365661621 914.609069824 857.034729004
1521333434.209000 /muse/eeg ffff  812.620300293 783.010620117 916.25402832 850.454833984
1521333434.209000 /muse/eeg ffff  819.200195312 786.300598145 917.899047852 853.744812012
1521333434.209000 /muse/eeg ffff  822.49017334 786.300598145 919.544006348 845.519897461
1521333434.209000 /muse/eeg ffff  817.555236816 786.300598145 919.544006348 843.874938965
1521333434.209000 /muse/eeg ffff  817.555236816 787.945556641 922.833984375 852.09979248
1521333434.209000 /muse/acc fff  261.719146729 941.407714844 136.718963623
1521333434.209000 /muse/acc fff  253.906646729 945.313964844 132.812713623
1521333434.209000 /muse/acc fff  253.906646729 945.313964844 132.812713623
1521333434.209000 /muse/acc fff  253.906646729 937.501464844 132.812713623
1521333434.209000 /muse/drlref ff  1641935.5 1648387.125
1521333434.209000 /muse/eeg ffff  820.845214844 787.945556641 924.478942871 848.809875488
1521333434.209000 /muse/eeg/quantization iiii  1 1 1 1
1521333434.209000 /muse/eeg ffff  827.425109863 791.235534668 926.123962402 843.874938965
1521333434.209000 /muse/eeg ffff  830.715087891 792.880554199 926.123962402 838.940002441
1521333434.209000 /muse/eeg ffff  829.070068359 791.235534668 927.768920898 835.650024414
1521333434.209000 /muse/eeg ffff  825.780151367 792.880554199 929.413879395 840.584960938
1521333434.209000 /muse/eeg ffff  824.135131836 791.235534668 931.058898926 843.874938965
1521333434.209000 /muse/eeg ffff  822.49017334 792.880554199 931.058898926 845.519897461
1521333434.209000 /muse/eeg ffff  819.200195312 792.880554199 934.348815918 848.809875488
1521333434.209000 /muse/eeg ffff  824.135131836 792.880554199 939.283752441 855.389770508
1521333434.209000 /muse/elements/alpha_relative ffff  0.110551074 0.2638362 0.016111463 0.1349121
1521333434.209000 /muse/elements/beta_relative ffff  0.088409595 0.07385618 0.0051573664 0.05502364
1521333434.209000 /muse/elements/delta_relative ffff  0.63472587 0.59281474 0.9592092 0.5562029
1521333434.209000 /muse/elements/gamma_relative ffff  0.065862976 0.024193337 0.0022556328 0.028210606
1521333434.209000 /muse/elements/theta_relative ffff  0.10045049 0.045299523 0.017266361 0.22565074
1521333434.209000 /muse/elements/horseshoe ffff  1.0 1.0 1.0 1.0
1521333434.209000 /muse/elements/is_good iiii  1 1 1 0
1521333434.209000 /muse/elements/blink i  0
1521333434.209000 /muse/elements/jaw_clench i  0
1521333434.209000 /muse/elements/touching_forehead i  1
1521333434.209000 /muse/elements/experimental/concentration f  0.9268562
1521333434.209000 /muse/elements/experimental/mellow f  0.16578773
